stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\felipe.msilveira1\source\repos\Exult\x64\Debug\allegro5.cfg r
display  D   display_settings.c:400  _al_score_display_settings       [   0.17489] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17499] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17510] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17520] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17542] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17552] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17563] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17572] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17582] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17590] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17600] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17610] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17620] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17630] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17640] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17649] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17660] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17670] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17680] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17690] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17700] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17709] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17719] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17729] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17739] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17748] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17758] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17767] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17778] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17788] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17798] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17806] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17815] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17824] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17836] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17846] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17858] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17868] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17880] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17889] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17900] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17910] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17920] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17929] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17939] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17949] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17958] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17966] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17977] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17986] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17998] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18008] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18029] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18039] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18050] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18060] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18071] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18081] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18091] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18101] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18112] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18121] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.18132] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18142] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.18153] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18163] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18173] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18182] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18193] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18202] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18212] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18222] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18237] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18269] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18278] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18286] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18296] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18305] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18314] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1677 d3d_create_display_internals     [   0.18333] Trying format 0.
d3d      I         d3d_disp.cpp:1353 d3d_display_thread_proc          [   0.18415] Chose a display format: 23
d3d      I         d3d_disp.cpp:1422 d3d_display_thread_proc          [   0.18426] Normal window.
d3d      I         d3d_disp.cpp:786  d3d_create_device                [   0.22141] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:848  d3d_create_device                [   0.26252] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:856  d3d_create_device                [   0.26268] Success
d3d      D         d3d_disp.cpp:1703 d3d_create_display_internals     [   0.26280] Resumed after wait.
d3d      I         d3d_disp.cpp:1736 d3d_create_display_internals     [   0.26295] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1767 d3d_create_display_internals     [   0.26306] Returning d3d_display: 0000025C14609F30
d3d      D         d3d_disp.cpp:1792 d3d_create_display_locked        [   0.26316] al_display=0000025C14609F30
d3d      D         d3d_disp.cpp:1793 d3d_create_display_locked        [   0.26326] al_display->vt=0000025C12C6CE40
system   D            wsystem.c:834  maybe_parent_dir                 [   0.26364] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.44683] PathFindOnPath failed to find d3dx9_43.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.44727] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.44848] PathFindOnPath failed to find d3dx9_42.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.44882] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.44986] PathFindOnPath failed to find d3dx9_41.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.45014] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.45117] PathFindOnPath failed to find d3dx9_40.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.45143] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.45245] PathFindOnPath failed to find d3dx9_39.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.45271] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.45380] PathFindOnPath failed to find d3dx9_38.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.45401] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.45507] PathFindOnPath failed to find d3dx9_37.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.45530] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.45667] PathFindOnPath failed to find d3dx9_36.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.45692] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.45837] PathFindOnPath failed to find d3dx9_35.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.45865] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.45977] PathFindOnPath failed to find d3dx9_34.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.46005] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.46105] PathFindOnPath failed to find d3dx9_33.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.46130] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.46228] PathFindOnPath failed to find d3dx9_32.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.46254] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.46361] PathFindOnPath failed to find d3dx9_31.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.46383] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.46495] PathFindOnPath failed to find d3dx9_30.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.46522] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.46624] PathFindOnPath failed to find d3dx9_29.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.46647] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.46798] PathFindOnPath failed to find d3dx9_28.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.46828] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.46963] PathFindOnPath failed to find d3dx9_27.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.46987] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.47097] PathFindOnPath failed to find d3dx9_26.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.47126] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.47258] PathFindOnPath failed to find d3dx9_25.dll
system   D            wsystem.c:834  maybe_parent_dir                 [   0.47282] Also searching C:\Users\felipe.msilveira1\source\repos\Exult\x64\
system   W            wsystem.c:894  _al_win_safe_load_library        [   0.47407] PathFindOnPath failed to find d3dx9_24.dll
d3dx9    E        d3d_d3dx9.cpp:121  _al_load_d3dx9_module            [   0.47424] Failed to load D3DX9 library. Library is not installed.
audio-dsound I           dsound.cpp:275  _dsound_open                     [   0.47445] Starting DirectSound...
audio-dsound D           dsound.cpp:288  _dsound_open                     [   0.52372] DirectSoundCreate8 succeeded
audio-dsound I           dsound.cpp:77   get_window                       [   0.52392] Using desktop window: 0000000000010010
audio    I              audio.c:391  do_install_audio                 [   0.52425] Using DirectSound driver
audio-dsound D           dsound.cpp:322  _dsound_allocate_voice           [   0.52446] Allocating voice
audio-dsound D           dsound.cpp:381  _dsound_allocate_voice           [   0.52458] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   0.52471] added dtor for voice 0000025C154EF8E0, func 00007FF9A9D51168
dtor     D               dtor.c:196  _al_register_destructor          [   0.52490] added dtor for mixer 0000025C156CCEE0, func 00007FF9A9D5147E
audio-dsound D           dsound.cpp:477  _dsound_start_voice              [   0.52503] Starting voice
audio-dsound D           dsound.cpp:505  _dsound_start_voice              [   0.52516] CreateSoundBuffer
audio-dsound D           dsound.cpp:513  _dsound_start_voice              [   0.52713] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:519  _dsound_start_voice              [   0.52724] Starting _dsound_update thread
audio-dsound I           dsound.cpp:529  _dsound_start_voice              [   0.52779] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   0.52799] added dtor for sample_instance 0000025C156C8ED0, func 00007FF9A9D51226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.52812] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.52825] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.52844] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.52860] added dtor for sample_instance 0000025C156C9020, func 00007FF9A9D51226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.52872] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.52885] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.52900] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.52912] added dtor for sample_instance 0000025C1B856350, func 00007FF9A9D51226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.52924] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.52934] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.52946] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.52956] added dtor for sample_instance 0000025C1B856130, func 00007FF9A9D51226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.52973] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.52985] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.52995] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.53005] added dtor for sample_instance 0000025C156DDF80, func 00007FF9A9D51226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.53015] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53024] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53035] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.53047] added dtor for sample_instance 0000025C156DDB40, func 00007FF9A9D51226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.53057] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53068] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53078] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.53087] added dtor for sample_instance 0000025C156DE430, func 00007FF9A9D51226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.53099] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53110] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53120] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.53131] added dtor for sample_instance 0000025C156DDC90, func 00007FF9A9D51226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.53141] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53151] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53162] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.53176] added dtor for sample_instance 0000025C156DDDE0, func 00007FF9A9D51226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.53187] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53200] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53211] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.53222] added dtor for sample_instance 0000025C156DE0D0, func 00007FF9A9D51226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.53232] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53241] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53250] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.53260] added dtor for sample_instance 0000025C1B844C10, func 00007FF9A9D51226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.53270] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53279] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53287] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.53300] added dtor for sample_instance 0000025C1B844D60, func 00007FF9A9D51226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.53314] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53327] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53339] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.53349] added dtor for sample_instance 0000025C156DEBA0, func 00007FF9A9D51226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.53360] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53370] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53382] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.53393] added dtor for sample_instance 0000025C1B85A4B0, func 00007FF9A9D51226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.53405] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53417] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53427] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.53438] added dtor for sample_instance 0000025C1B85AB40, func 00007FF9A9D51226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.53448] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53457] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.53466] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.53477] added dtor for queue 0000025C156B6EB0, func 00007FF93A3B1C30
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.53489] opening trilha-sonora.wav rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.53530] opening trilha-sonora.wav rb
wav      E                wav.c:121  wav_open                         [   0.53558] Bad RIFF type.
dtor     D               dtor.c:196  _al_register_destructor          [   0.54105] added dtor for sample 0000025C156DC280, func 00007FF9A9D5150F
dtor     D               dtor.c:196  _al_register_destructor          [   0.55360] added dtor for sample_instance 0000025C1B85A750, func 00007FF9A9D51226
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.55385] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.55399]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.55416]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.55430] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.55449]  1.414214 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.55462]  0.000000 1.414214
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.31374] removed dtor for sample 0000025C156DC280
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.31889] removed dtor for sample_instance 0000025C1B85A750
d3d      I         d3d_disp.cpp:910  d3d_destroy_display              [  35.31930] destroying display 0000025C14609F30 (current 0000000000000000)
d3d      D         d3d_disp.cpp:894  d3d_destroy_display_internals    [  35.32239] waiting for display 0000025C14609F30's thread to end
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [  35.32947] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [  35.32985] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1557 d3d_display_thread_proc          [  35.38504] d3d display thread exits
dtor     D               dtor.c:116  _al_run_destructors              [  35.38624] calling dtor for queue 0000025C156B6EB0, func 00007FF93A3B1C30
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.38637] removed dtor for queue 0000025C156B6EB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.38653] removed dtor for sample_instance 0000025C156C8ED0
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.38669] removed dtor for sample_instance 0000025C156C9020
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.38680] removed dtor for sample_instance 0000025C1B856350
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.38693] removed dtor for sample_instance 0000025C1B856130
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.38705] removed dtor for sample_instance 0000025C156DDF80
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.38720] removed dtor for sample_instance 0000025C156DDB40
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.38731] removed dtor for sample_instance 0000025C156DE430
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.38747] removed dtor for sample_instance 0000025C156DDC90
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.38758] removed dtor for sample_instance 0000025C156DDDE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.38768] removed dtor for sample_instance 0000025C156DE0D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.38779] removed dtor for sample_instance 0000025C1B844C10
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.38790] removed dtor for sample_instance 0000025C1B844D60
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.38801] removed dtor for sample_instance 0000025C156DEBA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.38813] removed dtor for sample_instance 0000025C1B85A4B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.38827] removed dtor for sample_instance 0000025C1B85AB40
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.38838] removed dtor for mixer 0000025C156CCEE0
audio-dsound D           dsound.cpp:539  _dsound_stop_voice               [  35.38912] Stopping voice
audio-dsound D           dsound.cpp:556  _dsound_stop_voice               [  35.38924] Joining thread
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [  35.39165] Joined thread
audio-dsound D           dsound.cpp:564  _dsound_stop_voice               [  35.39184] Destroying thread
audio-dsound D           dsound.cpp:566  _dsound_stop_voice               [  35.39198] Thread destroyed
audio-dsound D           dsound.cpp:573  _dsound_stop_voice               [  35.39208] Releasing buffer
audio-dsound I           dsound.cpp:577  _dsound_stop_voice               [  35.39225] Voice stopped
dtor     D               dtor.c:227  _al_unregister_destructor        [  35.39237] removed dtor for voice 0000025C154EF8E0
audio-dsound D           dsound.cpp:391  _dsound_deallocate_voice         [  35.39247] Deallocating voice
audio-dsound D           dsound.cpp:396  _dsound_deallocate_voice         [  35.39262] Deallocated voice
audio-dsound D           dsound.cpp:304  _dsound_close                    [  35.39275] Releasing device
audio-dsound D           dsound.cpp:309  _dsound_close                    [  35.46111] Released device
audio-dsound I           dsound.cpp:310  _dsound_close                    [  35.46137] DirectSound closed
